,d,svr,en,rfr
2647,3426,-9710.98751076204,-12279.07116512422,-9697.373354821731
2648,3425,-9707.951373035372,-12281.935987839079,-9689.905593543044
2649,3430,-9740.564882073442,-12281.2633754164,-9726.003831066177
2650,3431,-9757.07982071547,-12284.215875597827,-9721.279147746427
2651,3432,-9769.737914716636,-12287.428614773013,-9738.59473379401
2652,3428,-9720.332164178624,-12276.689947261548,-9693.752367036777
2653,3433,-9777.183679629998,-12288.952765217588,-9766.779890025282
2654,3437,-9855.987484010231,-12304.959870419894,-9859.599283553296
2655,3436,-9825.630120663152,-12299.388632962835,-9819.598980218003
2656,3434,-9790.80900107422,-12292.028901395366,-9782.647310721059
2657,3435,-9807.907388710537,-12295.381411785484,-9801.017949773674
2658,3438,-9858.245596718138,-12304.175442599333,-9875.190424522547
2659,3441,-9925.146560241927,-12316.69473562776,-9941.95479968317
2660,3440,-9888.332908362849,-12310.304222225119,-9903.405080567412
2661,3439,-9874.259723343617,-12307.91285880368,-9892.052087383434
2662,3442,-9956.278251336187,-12323.477877311303,-9971.804414849827
2663,3444,-9987.3075756385,-12329.524974330174,-10025.887689615744
2664,3443,-9971.019691718186,-12325.926064286132,-9991.141771180592
2665,3446,-10041.428065260243,-12343.112451031044,-10093.389989004227
2666,3448,-10120.543586636459,-12364.678323392814,-10181.903466400561
2667,3449,-10164.20030425182,-12376.868375987862,-10219.581200468265
2668,3447,-10083.665762248707,-12354.829113200118,-10126.825631984117
2669,3451,-10218.809138714045,-12392.23228788504,-10259.064112911106
2670,3445,-10006.51134816953,-12333.99778339178,-10045.210487415046
2671,3450,-10201.907724673529,-12387.46487279949,-10254.045461752892
2672,3454,-10281.153585259442,-12414.482212754107,-10336.085679731666
2673,3455,-10289.519273218288,-12420.962342791681,-10339.553832621335
2674,3452,-10237.61775519679,-12398.638052620765,-10286.862015450899
2675,3453,-10265.271884505848,-12407.674469175852,-10325.964927243633
2676,3457,-10301.701638678409,-12434.139902211178,-10366.578456798441
2677,3456,-10294.941462962874,-12427.627319728781,-10343.753836780586
2678,3458,-10326.8509411936,-12446.361732870679,-10418.993913057499
2679,3460,-10374.433604429545,-12470.58535015508,-10461.161674546936
2680,3459,-10351.32313404303,-12459.198093199004,-10439.680581905268
2681,3461,-10392.754964231925,-12480.350516055845,-10478.206455909978
2682,3462,-10398.504254822794,-12487.25767549156,-10478.175458197977
2683,3463,-10413.699716723515,-12496.322545024026,-10488.667563280753
2684,3464,-10432.158734731338,-12509.670079557083,-10500.358159234129
2685,3466,-10462.216916457695,-12531.445528289209,-10522.453109818964
2686,3465,-10449.093707709828,-12520.15674278959,-10515.579660533991
2687,3469,-10498.763809985734,-12566.712620301138,-10576.543048353287
2688,3468,-10484.963337369292,-12555.01775934398,-10542.665319854174
2689,3467,-10477.886701082964,-12545.91349116205,-10541.963488977039
2690,3473,-10516.940976170354,-12602.611698646313,-10584.884337513116
2691,3470,-10512.816562913993,-12578.465774011853,-10594.600604468553
2692,3472,-10516.356776802528,-12592.84097154091,-10584.57142183511
2693,3474,-10512.257374933477,-12610.893143046804,-10564.234795035198
2694,3471,-10514.050103095711,-12586.527592832439,-10578.732388902936
2695,3476,-10500.03238298234,-12627.557864922166,-10546.616357422039
2696,3475,-10501.616539358587,-12618.300134070323,-10553.901941341199
2697,3478,-10501.792619578671,-12642.239678636139,-10530.772659106713
2698,3477,-10497.340105282647,-12635.059321515439,-10539.546612798735
2699,3481,-10498.826352646513,-12660.073922231179,-10531.507096121097
2700,3480,-10493.686053914671,-12653.884014032868,-10541.436581853352
2701,3479,-10498.119103227433,-12648.878259157853,-10535.290496850277
2702,3482,-10494.831033680852,-12665.424973099512,-10544.236880980185
2703,3483,-10507.404485396431,-12673.792534618584,-10529.285722453647
2704,3488,-10395.56577557464,-12672.378442983594,-10457.505598853888
2705,3484,-10499.220447291113,-12679.115562813233,-10531.152765924873
2706,3490,-10315.442025710845,-12652.949049690029,-10368.557452745037
2707,3489,-10367.707748431876,-12663.591248150842,-10411.795632834026
2708,3491,-10266.517354747473,-12640.099053130838,-10306.784615613626
2709,3487,-10427.433018081792,-12678.575191324366,-10483.698751175856
2710,3492,-10220.676090234814,-12630.600289567872,-10262.979854067902
2711,3486,-10442.744413741628,-12680.36034689652,-10510.273166433424
2712,3485,-10485.440927465268,-12680.081617141419,-10531.628444221067
2713,3495,-10053.90184994937,-12590.270579114243,-10072.118022630133
2714,3494,-10105.308666053403,-12603.530060814779,-10151.901688157068
2715,3497,-9933.12224772395,-12561.639767459183,-9943.206586497601
2716,3496,-9990.192392591516,-12575.26838927833,-9980.585057002105
2717,3500,-9742.567474121759,-12512.284762523557,-9738.415839457266
2718,3499,-9810.122118234594,-12528.582177350385,-9794.973002307357
2719,3498,-9873.616794474125,-12545.833084250933,-9873.778691264411
2720,3493,-10169.463044010789,-12618.102632065704,-10210.975101513035
2721,3501,-9674.882782205845,-12498.232709105232,-9682.71372437476
2722,3505,-9437.657242229281,-12451.35293842107,-9443.716337905053
2723,3507,-9303.691997065751,-12425.545396959673,-9289.768485022994
2724,3503,-9565.603306164605,-12475.278357366802,-9566.979521723624
2725,3502,-9626.72889828285,-12486.285538532884,-9633.03774015549
2726,3508,-9231.386842707967,-12411.612700920447,-9219.442256805563
2727,3504,-9502.573482678734,-12464.295627645752,-9500.72375552615
2728,3509,-9170.959393456127,-12402.062925816057,-9143.994319247311
2729,3506,-9369.16047253856,-12437.673899472722,-9362.886562225523
2730,3511,-9058.632210602489,-12387.848133547712,-9024.16884217688
2731,3510,-9113.155379212109,-12393.59139044915,-9091.132468577049
2732,3513,-8967.01658616863,-12377.137575286,-8954.813457067621
2733,3512,-9015.260169030564,-12383.375877053144,-8983.49546261686
2734,3516,-8822.398844665175,-12360.893700626242,-8831.35747917712
2735,3515,-8864.380808258611,-12364.856894293946,-8865.592354232094
2736,3517,-8760.861333808902,-12351.960958000514,-8767.666395960256
2737,3514,-8914.153389568048,-12370.159079401286,-8891.416712079852
2738,3519,-8644.967004517597,-12337.824669348305,-8646.016897206859
2739,3518,-8708.708970164516,-12346.30474034555,-8709.608362486408
2740,3522,-8463.71877092636,-12314.44723173102,-8458.737560603664
2741,3521,-8521.575367739842,-12321.19359508366,-8513.885927752037
2742,3520,-8582.639968179825,-12330.240056778486,-8580.468086633246
2743,3525,-8259.559549496711,-12289.243417497188,-8285.44122674162
2744,3526,-8180.535349794885,-12279.515558212786,-8222.112012921714
2745,3524,-8334.16708596274,-12298.404130977466,-8344.065788765382
2746,3527,-8103.035268108491,-12267.774836648121,-8122.0482191808915
2747,3523,-8402.699731839122,-12306.789884363388,-8414.171458783796
2748,3529,-7965.116074691672,-12252.570413016645,-8013.6291253651825
2749,3530,-7883.415742744406,-12240.898955043982,-7914.084400856466
2750,3531,-7799.716286701614,-12229.30994723194,-7829.190896144604
2751,3528,-8031.54076533638,-12260.24440669163,-8074.563174135481
2752,3534,-7539.432376856657,-12188.42143315633,-7545.025641183022
2753,3532,-7715.288642514159,-12216.591347744365,-7749.915150417796
2754,3537,-7283.005443427432,-12152.645064807439,-7280.1003966147
2755,3538,-7208.903177889513,-12144.86211236034,-7228.959607275621
2756,3535,-7447.699705128967,-12174.5904746936,-7443.178862995563
2757,3539,-7130.084564586032,-12138.39935828335,-7174.162518260476
2758,3536,-7371.82605556814,-12164.509429685206,-7356.47208558376
2759,3540,-7045.173219845543,-12131.083802265024,-7109.336928043887
2760,3543,-6825.93285395486,-12113.685670284582,-6880.558569127321
2761,3542,-6889.868594372465,-12117.470805413144,-6953.003545696313
2762,3533,-7622.046724098784,-12200.994171796941,-7632.87451751381
2763,3541,-6966.1882926511835,-12123.046550922973,-7016.521623026725
2764,3546,-6678.294747006495,-12107.174574646702,-6734.3399137877095
2765,3544,-6765.559111214381,-12112.145066503896,-6860.7225259407915
2766,3545,-6732.469017843352,-12108.233019278367,-6792.583470426738
2767,3548,-6667.131661561509,-12099.753074356257,-6581.8541262775225
2768,3547,-6680.750111335714,-12103.605817370006,-6656.522561945345
2769,3551,-6461.6381921401135,-12082.661611985488,-6324.164391154938
2770,3550,-6522.678438858771,-12089.383550413928,-6423.013796093359
2771,3552,-6346.8104277589155,-12075.773415869593,-6255.602575805253
2772,3554,-6210.694189207503,-12060.986529534537,-6094.407948228013
2773,3555,-6148.981987268624,-12054.436882290682,-6021.360283761176
2774,3556,-6067.207043525457,-12044.417877243326,-5936.494279490379
2775,3557,-5988.335920600748,-12036.955625612442,-5878.824711610355
2776,3558,-5901.485548161703,-12026.460396231352,-5772.851139016581
2777,3553,-6279.804839214116,-12068.060626818069,-6178.931108910047
2778,3560,-5739.473584710901,-12004.095326286319,-5559.160041783933
2779,3559,-5827.587755408823,-12015.232939367328,-5653.471176073472
2780,3561,-5644.866921884257,-11994.358603672212,-5481.229649396953
2781,3565,-5346.55714202247,-11969.060372029984,-5127.8114071683585
2782,3562,-5571.516879402144,-11987.14849050048,-5382.14287732054
2783,3566,-5250.2371958438,-11965.042946354719,-5030.859133795217
2784,3564,-5392.89232172561,-11972.192833686717,-5185.575487048103
2785,3567,-5187.721402717091,-11963.572249765646,-4953.554856633176
2786,3568,-5176.42803145485,-11964.613104785392,-4952.580718252903
2787,3563,-5469.750785948312,-11978.422048832956,-5285.714016737309
2788,3569,-5111.580141728473,-11963.496390740627,-4863.5693411720795
2789,3571,-5029.51954307974,-11962.778987651433,-4783.2657385338325
2790,3570,-5049.79160133202,-11962.294554071865,-4825.66794564659
2791,3572,-4979.033377101353,-11965.89773989359,-4775.5768436538765
2792,3574,-5105.956731918797,-11975.354043382518,-4808.499684933811
2793,3573,-4995.157432347978,-11970.758567730238,-4818.052468216183
2794,3575,-5634.092027772944,-11980.333107555105,-4918.1137041691545
2795,3576,-5929.5570797107885,-11983.240533187976,-4973.345723028644
2796,3577,-6213.273208548648,-11986.144145710647,-5255.493823901691
2797,3578,-6461.557279767582,-11985.841129094393,-5400.902055918304
2798,3579,-6847.003244167498,-11985.957793126629,-5390.916478776626
2799,3580,-7200.986017199753,-11985.893469657272,-5368.400124463949
2800,3581,-7435.672873162764,-11988.89414855542,-5461.897828231892
2801,3582,-8136.387412233062,-11990.120318323361,-5876.558763287343
2802,3583,-9088.08908663869,-11988.751060155773,-5953.8101797716745
2803,3584,-9205.952181183788,-11988.805179144954,-6191.365770738668
2804,3586,-10178.0144793301,-11983.665248967225,-6822.586524314655
2805,3585,-9703.196502064297,-11987.141098142321,-6683.4153961613865
2806,3587,-10378.35348716117,-11981.085217146174,-6855.472372553804
2807,3588,-10780.560365990055,-11978.54969471875,-6950.212992270755
2808,3549,-6603.668531179468,-12094.63777488208,-6501.210739384507
2809,3589,-10855.275680926985,-11975.13923519608,-6871.306841178423
2810,3590,-10843.837687224312,-11969.73008902579,-6902.520215705098
2811,3592,-10833.421564433364,-11964.006033295114,-6796.906280883692
2812,3595,-10861.199320943091,-11946.707400513631,-6670.545961946136
2813,3594,-10851.980767948935,-11953.5503485226,-6740.321786684026
2814,3593,-10832.660823309943,-11959.47621119833,-6724.077717175453
2815,3596,-10836.530061968459,-11941.610626821295,-6620.828075388541
2816,3591,-10848.440367641051,-11966.998853297275,-6844.368875913932
2817,3598,-10828.515965180773,-11926.070946915072,-6557.701462680541
2818,3597,-10855.234653895934,-11934.124182248936,-6588.984635157063
2819,3602,-10877.810385125551,-11901.488576860149,-6398.933241604978
2820,3599,-10821.221129229176,-11919.866097378337,-6432.111728685884
2821,3603,-10922.142351925428,-11897.055985076178,-6290.129828541247
2822,3601,-10852.383803536413,-11908.783001797397,-6485.02109946163
2823,3600,-10847.697481275507,-11914.478221271143,-6473.134597209811
2824,3605,-10946.562012626255,-11892.142970644572,-6262.947435614638
2825,3604,-10922.468384599259,-11895.101326397165,-6305.629390465676
2826,3606,-11000.420985036453,-11890.29060221467,-6270.390008958511
2827,3607,-11025.102161909022,-11887.604728630005,-6244.318299953658
2828,3609,-11222.981219206282,-11877.74982203974,-6154.488433152131
2829,3608,-11100.070350352045,-11883.407682173285,-6197.368165730069
2830,3610,-11409.976417000848,-11867.469422519818,-6178.533750209399
2831,3611,-11467.01762648438,-11856.558049147487,-6185.880301008928
2832,3612,-11484.745777139335,-11844.098419649934,-6189.37237078502
2833,3613,-11505.323281766787,-11833.094369457183,-6212.22283281208
2834,3618,-8556.335249730271,-11750.603761027643,-2983.130826481992
2835,3617,-10124.587422084793,-11771.425905703065,-3836.8397473895834
2836,3614,-11362.968842311795,-11821.068592231437,-6157.310121233985
2837,3615,-11226.855066887048,-11806.135793668478,-6175.406302909923
2838,3619,-6387.5567024763395,-11726.959489223085,-1792.0000425019227
2839,3616,-10765.187392701126,-11789.348006775035,-5221.984645424303
2840,3621,-2434.1155497363497,-11682.221872778824,-1256.586820651398
2841,3625,-1253.3411241044837,-11599.348865984412,-728.9389650857333
2842,3620,-3619.974417629779,-11705.859934474594,-1582.2854022541433
2843,3623,-1640.0595205502798,-11640.754311759185,-973.655390616456
2844,3626,-1072.7222644627172,-11578.498874665387,-736.0194607856595
2845,3627,-1081.0314433526062,-11562.844259111755,-813.7781577428467
2846,3622,-1798.2934681665588,-11660.133890631329,-1095.7382454114565
2847,3624,-1302.496376946296,-11621.273634952866,-746.4028981320947
2848,3629,-1118.0037670696645,-11523.897918631028,-766.1366545500457
2849,3631,-1153.0793944437785,-11485.186292870003,-786.0470511587764
2850,3628,-1100.838018702012,-11545.661755418223,-743.68494864066
2851,3630,-1141.205273032396,-11504.622200195885,-760.1251605545237
2852,3634,-1184.7121986729571,-11431.001534457957,-898.9779367738304
2853,3637,-1292.2154031641035,-11389.954564935491,-956.9200627283661
2854,3636,-1275.30533286693,-11405.53469604762,-975.187585999729
2855,3633,-1177.2064306484758,-11450.029707796784,-887.9731722049785
2856,3632,-1163.0357561699193,-11467.402534033088,-812.1018414947732
2857,3639,-1354.6086905657512,-11359.387247089722,-1058.2359378563772
2858,3638,-1325.9068878593507,-11372.031099661688,-978.0283703776764
2859,3635,-1258.858979678712,-11418.043810608015,-964.545326143116
2860,3640,-1379.338684816356,-11345.451640073697,-1087.7883812748867
2861,3642,-1460.2763081188423,-11318.05431926969,-1327.3871974364786
2862,3641,-1411.2212238689804,-11331.056585576825,-1199.6757030252725
2863,3644,-1492.0276882780213,-11294.636630526518,-1488.7436219262493
2864,3645,-1502.222739981666,-11282.729194955013,-1525.120570953471
2865,3647,-1487.6224348766723,-11259.656079125401,-1515.272269953807
2866,3643,-1475.0249135004146,-11306.08304981978,-1418.5269309772284
2867,3648,-1503.3698960332058,-11244.848139470949,-1563.2150095841191
2868,3646,-1492.4947181274024,-11271.889268505427,-1489.4236979067214
2869,3649,-1514.9954541180605,-11232.926695224676,-1578.765949493163
2870,3650,-1533.7302580495177,-11219.675206815253,-1532.986412645202
2871,3651,-1559.189098243159,-11204.960273761912,-1606.9175084339925
2872,3653,-1667.1114559766054,-11178.703468179512,-1673.1453308469852
2873,3655,-1760.43206875096,-11158.93451550082,-1771.5958867237237
2874,3656,-1761.9730694248465,-11149.08585779205,-1807.0582984210905
2875,3658,-1914.1070292055838,-11136.395581129944,-1895.232803864497
2876,3652,-1650.131601468538,-11191.748407642302,-1627.5654041047383
2877,3657,-1867.0059017701149,-11141.367878741548,-1820.9411075934047
2878,3654,-1734.383380377606,-11168.360712766775,-1701.0389391714189
2879,3660,-1979.7944360286142,-11129.90688501368,-1995.2106423336793
2880,3661,-2036.238586007731,-11124.14103169075,-2070.5432672714514
2881,3659,-1964.6730026277492,-11133.204216771544,-1912.9496129495537
