,d,svr,en,rfr
4728,5507,-30669.387599923444,-30651.789084662272,-30722.68138098347
4729,5506,-30726.59660641556,-30655.9953413833,-30783.221622774192
4730,5509,-30575.89149024783,-30647.07219812524,-30647.07480160803
4731,5512,-30489.147890151762,-30648.01961907486,-30577.642161348987
4732,5514,-30446.900038436124,-30652.38620541017,-30516.233216271612
4733,5511,-30520.59088494507,-30648.814076157414,-30589.23902719199
4734,5513,-30469.419079019222,-30650.60442776169,-30553.92741467767
4735,5515,-30438.892730008152,-30658.4811150701,-30526.112707996508
4736,5517,-30405.12708297417,-30664.31979959088,-30498.46779533793
4737,5516,-30422.271587168776,-30661.40563876686,-30510.096799080748
4738,5518,-30404.120785923886,-30673.02015149818,-30476.43993930093
4739,5520,-30385.267985820265,-30687.428861989516,-30474.805558813292
4740,5521,-30395.560947050573,-30699.02308016812,-30477.494831346117
4741,5522,-30413.02011551936,-30715.42380986899,-30494.122275469064
4742,5519,-30388.15154464012,-30679.364229825107,-30464.59345793353
4743,5526,-30533.58380815465,-30792.640081830898,-30566.13640730332
4744,5525,-30498.86202231339,-30771.167367880393,-30526.685284432708
4745,5523,-30434.099259433777,-30730.955133256837,-30500.56297327846
4746,5528,-30598.567884540218,-30829.068479221365,-30606.400779320807
4747,5524,-30466.00750565917,-30751.38637839852,-30520.365624391332
4748,5527,-30567.298247836672,-30811.920256753627,-30599.055835176292
4749,5529,-30615.981062041785,-30845.83604216914,-30630.6558955636
4750,5530,-30638.5644632018,-30861.650062960456,-30663.984877325507
4751,5531,-30672.971398384856,-30875.04908319013,-30683.242586422977
4752,5532,-30669.61123717946,-30888.055563890404,-30699.708203885068
4753,5535,-30706.205554809807,-30923.872907663557,-30759.362587576845
4754,5534,-30694.355075269676,-30914.383505973477,-30743.59512393483
4755,5536,-30716.673955169863,-30934.25451738831,-30769.636250303643
4756,5537,-30727.854567013706,-30945.794407476504,-30780.322940495545
4757,5533,-30670.055566563773,-30899.34624623885,-30712.634472581594
4758,5538,-30747.491230505086,-30959.810193770238,-30797.644365489545
4759,5541,-30798.015503668834,-31006.18765840093,-30863.774985174794
4760,5543,-30850.4006276526,-31042.802389945184,-30912.32771392493
4761,5539,-30774.99291278691,-30973.53633461878,-30818.947487596204
4762,5540,-30797.17503926355,-30989.74298084458,-30839.285068617588
4763,5545,-30866.590153074867,-31068.29747007117,-30923.747089640536
4764,5542,-30826.17820297624,-31024.29570205712,-30881.8960213314
4765,5544,-30856.487125027918,-31055.011328233573,-30930.79872907571
4766,5548,-30877.73937948245,-31107.33874355865,-30935.70730994817
4767,5550,-30923.71125671213,-31139.17333424298,-30993.474011948616
4768,5551,-30953.529689780928,-31152.920436102853,-31006.24884196449
4769,5552,-30945.915913216842,-31169.12044992281,-31017.21060039875
4770,5546,-30866.04970615991,-31077.796951618107,-30940.483076396165
4771,5555,-30969.802650617352,-31203.133905157825,-31043.493130460818
4772,5553,-30972.537270388115,-31182.207602238876,-31036.57591523874
4773,5549,-30903.390850250238,-31122.76796314326,-30959.883789668456
4774,5554,-30975.500901554304,-31192.626971951882,-31045.328554195796
4775,5547,-30868.885363264264,-31088.776564646287,-30917.446121352412
4776,5558,-30945.219886935076,-31234.170556049423,-31030.360589613905
4777,5557,-30960.723930639357,-31226.34080165944,-31044.22292913453
4778,5559,-30913.623292759832,-31237.24900752949,-31001.086742615553
4779,5560,-30877.992196279276,-31237.621460645278,-30972.273997201446
4780,5556,-30972.437820277133,-31215.78244375241,-31022.09535099443
4781,5563,-30768.818665506868,-31234.61867428733,-30832.085282970664
4782,5561,-30850.52334418096,-31238.84014794696,-30913.9987005414
4783,5562,-30812.11904760263,-31237.964997201612,-30889.62757631247
4784,5565,-30675.287103699357,-31222.261090304935,-30746.633114568835
4785,5564,-30725.123306062655,-31230.2129541307,-30792.419851895167
4786,5566,-30618.652660457323,-31212.183990494417,-30706.773658599443
4787,5567,-30562.535094278515,-31203.18364256203,-30635.523478734212
4788,5569,-30457.07438064528,-31189.816551387878,-30538.989495945534
4789,5573,-30294.91408450475,-31167.09000668061,-30351.05200527415
4790,5572,-30345.254215087793,-31176.212323205673,-30402.567245055667
4791,5570,-30411.36334782301,-31184.327306868003,-30487.983265745803
4792,5571,-30378.082066345843,-31179.663349270773,-30448.817827077466
4793,5576,-30157.315409208386,-31144.02014898404,-30196.450402054725
4794,5581,-30014.33217014959,-31132.08912380586,-30024.216308297
4795,5579,-30051.87899098199,-31130.036912471107,-30080.251907116166
4796,5574,-30252.7715295906,-31159.77123601052,-30314.478590228195
4797,5580,-30030.786346728335,-31130.213131110802,-30049.26061852079
4798,5568,-30513.947492508058,-31198.131045249786,-30585.866223540706
4799,5578,-30076.847278488443,-31132.752639557068,-30140.190735895645
4800,5583,-30003.08446234456,-31150.21747371472,-30030.815319872425
4801,5575,-30204.938988934242,-31152.26563591419,-30256.096973303283
4802,5577,-30119.82884607266,-31137.59554261851,-30166.08039641432
4803,5582,-29994.790416272503,-31139.738292407143,-30024.683278589226
4804,5586,-29988.38519289077,-31167.447461750926,-29993.03035325231
4805,5585,-29992.582662158577,-31161.533797144395,-30017.349449844456
4806,5584,-30000.673347327316,-31156.787310948075,-30028.016167608308
4807,5588,-29979.679618570623,-31182.137096414364,-29975.21115698546
4808,5589,-29967.313527809012,-31185.509728299025,-29976.178114393544
4809,5591,-29944.985538658053,-31192.40780944808,-29954.715981300717
4810,5587,-29977.327156825137,-31174.292778864532,-29987.113738556985
4811,5590,-29959.9618594465,-31188.649236648314,-29966.76508529137
4812,5593,-29925.118536298665,-31202.244177633977,-29915.744617800083
4813,5595,-29906.56665317483,-31213.07706864058,-29911.82955404606
4814,5592,-29931.705535897294,-31197.108397805125,-29929.470967396832
4815,5596,-29909.48389535102,-31218.041228706803,-29923.665175902603
4816,5597,-29902.723292732502,-31222.00841199782,-29911.67700246797
4817,5594,-29922.408265683727,-31210.424433267617,-29918.566206916134
4818,5598,-29905.4843755474,-31229.10931420981,-29910.375416741394
4819,5599,-29909.685074128956,-31236.329291585706,-29903.22862301538
4820,5600,-29912.916339549625,-31244.86648414598,-29933.31372713767
4821,5601,-29905.179062265248,-31251.63157132479,-29950.077470170836
4822,5602,-29916.92505537814,-31260.377820236223,-29958.995749412534
4823,5605,-29938.141520198922,-31282.239538587255,-29948.898476992712
4824,5603,-29926.60957706035,-31267.49432250075,-29954.32503716532
4825,5607,-29953.711666737443,-31295.344512215586,-29940.998677556232
4826,5604,-29922.009020258352,-31272.500594204103,-29947.76348093076
4827,5609,-29927.021722451685,-31304.420566895853,-29913.79618913719
4828,5608,-29936.633174247512,-31299.3074138714,-29940.46007333086
4829,5606,-29943.087676204836,-31290.236097820045,-29955.835063111455
4830,5611,-29920.21937611633,-31323.820472934953,-29907.751179109157
4831,5618,-29696.645190086652,-31326.875376563356,-29660.618249511463
4832,5614,-29858.39810515545,-31332.32762549765,-29819.77795915946
4833,5612,-29909.393519665482,-31329.536987954878,-29898.196283825106
4834,5613,-29885.854336692486,-31332.80378823627,-29858.455271872648
4835,5617,-29733.466149204847,-31325.859514469943,-29696.23256204525
4836,5610,-29918.193093401234,-31313.383846166034,-29904.064116855036
4837,5616,-29773.828283720628,-31326.559152138478,-29757.336060639966
4838,5620,-29617.314831862743,-31324.671798871026,-29586.78974076236
4839,5619,-29656.434503040866,-31326.304776486606,-29602.52631628227
4840,5615,-29820.734314181067,-31329.15684575925,-29788.461162289983
4841,5622,-29572.138168085716,-31328.544549543127,-29544.43441036067
4842,5621,-29594.090085276024,-31326.10839324967,-29554.01983549769
4843,5623,-29556.684972580457,-31335.981770168815,-29500.654121250776
4844,5627,-29461.263034341046,-31341.964361233448,-29411.655195760053
4845,5624,-29537.977416811475,-31339.95944343988,-29522.72955405317
4846,5628,-29434.227619282938,-31341.154188110107,-29399.406722843003
4847,5625,-29512.947293333254,-31342.04964036224,-29497.595312456127
4848,5626,-29484.9677876898,-31342.341890067597,-29447.741024360614
4849,5629,-29409.688351359953,-31341.852352998918,-29374.275733530107
4850,5630,-29391.261429656668,-31343.792314299208,-29330.408075866086
4851,5631,-29374.294476179377,-31345.29512142457,-29296.8048216245
4852,5632,-29342.345594761653,-31342.576791132407,-29260.84590585867
4853,5633,-29289.280969256448,-31339.012530160566,-29213.754155883853
4854,5634,-29226.497333747648,-31330.64825264884,-29149.073159741492
4855,5635,-29173.97568939823,-31322.982692701677,-29095.91559587282
4856,5639,-29012.41948134582,-31314.05791132483,-28935.517778242218
4857,5640,-28965.55977454431,-31312.32995140413,-28892.619043509516
4858,5641,-28931.8908226754,-31313.002133686165,-28864.59531499013
4859,5636,-29122.89719791977,-31318.884309634566,-29035.752588666044
4860,5637,-29088.080864330503,-31316.921459134606,-29001.15165056017
4861,5643,-28838.127460233933,-31307.718157599673,-28753.451016327825
4862,5644,-28778.868761456622,-31303.558956492976,-28706.85208951657
4863,5645,-28722.44177446909,-31302.083904941348,-28664.278417035115
4864,5638,-29052.34301455239,-31316.003018061383,-28975.76063349178
4865,5650,-28483.246050574882,-31296.985139446017,-28365.102090758235
4866,5647,-28622.822451559667,-31298.12167323708,-28539.9054940043
4867,5646,-28673.090652352414,-31298.99489928481,-28587.435088043592
4868,5642,-28891.019753523327,-31309.774539846014,-28805.214902807686
4869,5648,-28569.050868268343,-31294.398277097145,-28458.246258719806
4870,5649,-28525.97896165647,-31296.337018510203,-28432.034534143037
4871,5651,-28431.160925802185,-31294.503253701674,-28338.692756902947
4872,5652,-28384.32075475172,-31294.75456784232,-28290.75998152033
4873,5653,-28339.955304202762,-31297.81070556126,-28234.461785796746
4874,5654,-28293.42051665683,-31297.375465434066,-28203.762656521085
4875,5656,-28181.017010024276,-31294.422877483245,-28075.73919586977
4876,5657,-28124.37742239869,-31291.20076763063,-28025.387154606513
4877,5655,-28240.642286948143,-31297.819684931026,-28165.97225347956
4878,5658,-28073.392202429808,-31292.495493918697,-27972.763025420238
4879,5662,-27919.624110102,-31304.874073598814,-27783.640237460226
4880,5659,-28031.733133937607,-31291.46777963043,-27914.52158884029
4881,5661,-27950.61908371213,-31296.82988907306,-27817.183284577037
4882,5663,-27890.535522362534,-31311.203373120356,-27763.94217242952
4883,5660,-27989.634735660173,-31292.375946509346,-27866.665940400846
4884,5664,-27857.72114170321,-31319.718696398366,-27740.94136985506
4885,5665,-27808.191808606105,-31329.92601249373,-27699.129043809873
4886,5666,-27765.86220589837,-31338.923166209002,-27666.213606465066
4887,5667,-27737.50886634464,-31344.655915126932,-27616.056054063
4888,5668,-27688.557599141815,-31349.32146747136,-27546.852181706075
4889,5669,-27637.221330704662,-31358.0537411993,-27542.88492221226
4890,5671,-27501.487473668145,-31365.346254378448,-27402.481274296868
4891,5670,-27566.986727610714,-31362.050166648623,-27462.018249096087
4892,5674,-27324.554350882427,-31388.98449783526,-27211.901249386945
4893,5675,-27264.38453173795,-31398.832240061227,-27163.293024313018
4894,5673,-27378.23937818355,-31377.831574058488,-27264.1884832389
4895,5677,-27164.695369485715,-31413.003769433097,-27033.817798367236
4896,5676,-27223.63514888865,-31406.80522880712,-27079.032541769448
4897,5672,-27439.67586465079,-31371.41635839444,-27343.560568811357
4898,5678,-27091.236899021096,-31416.517214596897,-26975.523818460857
4899,5680,-26956.832968057017,-31432.501112803362,-26870.252751790777
4900,5681,-26900.936018733024,-31441.793912810204,-26822.073289086366
4901,5679,-27028.123801592003,-31424.769635609882,-26935.43188795403
4902,5685,-26709.946518072913,-31491.70900958949,-26584.531924580355
4903,5684,-26766.765059662503,-31481.25525880522,-26626.86286789532
4904,5683,-26801.673686689806,-31466.91992357628,-26698.02995711549
4905,5682,-26848.729696217015,-31452.255815528726,-26765.444590146413
4906,5686,-26654.58861204741,-31505.222560641036,-26531.435091593165
4907,5687,-26618.007173988542,-31520.315665643422,-26493.66224171031
4908,5688,-26591.70990269257,-31538.893469996514,-26455.378401388407
4909,5690,-26575.68396519606,-31571.376569387045,-26428.422552010943
4910,5689,-26564.0322577186,-31557.661839524364,-26445.53918762385
4911,5695,-26446.500551881432,-31603.497880807892,-26344.19557657011
4912,5691,-26532.59785419555,-31582.120802611087,-26416.441648631207
4913,5696,-26453.804132857753,-31606.99886769983,-26290.111799615064
4914,5693,-26504.506519579096,-31596.161947313354,-26405.20159472549
4915,5692,-26522.63523609194,-31590.777437827266,-26454.7382145274
4916,5694,-26488.445435129637,-31601.280263887267,-26393.547736273107
4917,5698,-26469.28161165013,-31612.094808946393,-26299.202501009742
4918,5697,-26464.81800499926,-31609.625059103957,-26254.29390909614
4919,5700,-26468.4560167105,-31613.204722600363,-26302.443495912165
4920,5699,-26470.71028542833,-31613.941388030435,-26276.934058922292
4921,5701,-26524.524148652967,-31615.906432155363,-26304.025909305547
4922,5704,-26586.485740506236,-31617.00610449975,-26353.253310076776
4923,5703,-26577.187573895586,-31618.515025462766,-26363.058201618114
4924,5702,-26567.595797129325,-31618.844572881204,-26321.418821018568
4925,5705,-26632.467718690998,-31616.663687278015,-26367.532229526747
4926,5706,-26639.499943173014,-31616.81949313516,-26349.89577003256
4927,5707,-26615.015738443755,-31615.451683197232,-26295.220035567698
4928,5708,-26680.298149004313,-31617.411724851045,-26418.616454253945
4929,5709,-26728.122404868394,-31621.54643246908,-26406.219452684774
4930,5710,-26780.242480987643,-31623.292417347002,-26439.856929621856
4931,5711,-26839.972067950403,-31625.459999150902,-26424.43864584186
4932,5712,-26746.475238115796,-31626.120267701794,-26357.137799792632
4933,5714,-26743.087299361097,-31629.217922333577,-26266.376873166104
4934,5715,-26739.831647287912,-31627.94430948361,-26250.92424722823
4935,5713,-26751.512061297813,-31627.2902236844,-26315.79777029677
4936,5717,-26716.727355240717,-31629.102719123897,-26180.750513050116
4937,5719,-26691.11651656191,-31628.990291192993,-26084.397136949938
4938,5718,-26698.40600871686,-31629.43917401963,-26108.66389231597
4939,5721,-26653.796536800037,-31631.665281034933,-26015.494897216813
4940,5720,-26683.37996741574,-31630.623168019323,-26047.050044865642
4941,5716,-26719.749744195273,-31630.325565708037,-26225.182146078085
4942,5722,-26629.227921641053,-31629.86895289977,-25995.63716757729
4943,5724,-26575.795872743398,-31623.546237405353,-25983.798833474426
4944,5725,-26549.232342144,-31621.210875104684,-25918.818718290768
4945,5723,-26604.362649390372,-31625.64372988104,-25954.75685730463
4946,5727,-26500.339275366397,-31619.71968480864,-25842.38773216258
4947,5726,-26532.98212159727,-31621.667460284072,-25891.596102120006
4948,5730,-26428.879329189884,-31617.166598448264,-25798.13548490706
4949,5729,-26448.6103264521,-31616.29410897979,-25791.58393411022
4950,5731,-26402.214972627437,-31615.36834516211,-25756.664821343504
4951,5728,-26469.66533808966,-31616.11468605646,-25825.24799885577
4952,5732,-26377.478100295237,-31616.11629400563,-25741.765631388647
4953,5733,-26345.86300323031,-31615.33251027061,-25689.537577351242
4954,5734,-26326.372359563073,-31610.94951805578,-25649.76710837346
4955,5736,-26265.633805819678,-31608.04408818134,-25653.604735796856
4956,5735,-26296.916972681287,-31607.82995320519,-25681.466043290136
4957,5737,-26241.151070384185,-31608.585182020106,-25641.89465673046
4958,5738,-26231.60037264486,-31606.908227082145,-25603.21577055221
4959,5739,-26208.194200992264,-31602.538958696918,-25580.473173943414
4960,5740,-26172.773422527483,-31598.499041617026,-25552.149481658977
4961,5741,-26133.39493517812,-31597.033597238544,-25515.324231215112
4962,5743,-26077.53212279857,-31593.782071312744,-25476.035314480512
4963,5746,-26022.101763647486,-31582.678915585133,-25387.393452855402
4964,5744,-26066.536057666635,-31588.401525128582,-25445.132775556056
4965,5745,-26045.233196009576,-31584.97393756194,-25447.42693393725
4966,5747,-26044.453495091286,-31581.85431909288,-25370.820825790215
4967,5749,-26031.696295566915,-31575.88880279226,-25372.960157838017
4968,5748,-26033.922948428597,-31578.557442307858,-25378.276998855785
4969,5750,-26048.75146275615,-31574.17526292451,-25425.994690287393
4970,5752,-26074.34486138673,-31569.162134280683,-25454.22747357784
4971,5751,-26068.51041261528,-31571.440984361354,-25443.348693455897
4972,5753,-26075.325153705635,-31570.808666885736,-25477.534955250194
4973,5755,-26094.40008553609,-31569.394682530597,-25524.665419568613
4974,5756,-26108.23995674667,-31568.518541625366,-25500.742462917206
4975,5754,-26087.323474642464,-31570.07143978157,-25502.77863400012
4976,5757,-26132.592017819934,-31563.83661236186,-25502.916577472126
4977,5758,-26143.97785911103,-31557.221829767557,-25506.51181425604
4978,5760,-26162.916618156924,-31550.839534915587,-25560.770236430297
4979,5759,-26150.57872831914,-31553.352091803266,-25542.095544456646
4980,5764,-26099.672343336963,-31516.32722102301,-25158.529638646312
4981,5761,-26196.70538378966,-31546.654592672392,-25540.88231390802
4982,5762,-26204.927375907995,-31541.820415135873,-25538.09660766869
4983,5766,-25792.793077518414,-31487.43314803237,-25255.647396302782
4984,5765,-25777.559874516173,-31502.30667791405,-25277.32950919192
4985,5763,-26150.561457807893,-31533.490886444255,-25521.403982180727
4986,5768,-25877.543252933327,-31470.517313703607,-25320.188066830917
4987,5767,-25875.23119285282,-31476.352362778933,-25310.368932556506
4988,5769,-25896.211774844473,-31463.504775852216,-25331.499533770882
4989,5770,-25914.538405255338,-31451.582371618202,-25371.034155342102
4990,5772,-25941.992844600984,-31439.53063606899,-25410.357955361476
4991,5771,-25925.008984967022,-31445.974679508217,-25387.32534796068
4992,5773,-25884.03310689397,-31430.06112833768,-25383.065611210568
4993,5776,-25616.020229861104,-31395.956109252227,-25409.790256518812
4994,5777,-25621.77269851978,-31386.082952488978,-25395.8956204524
4995,5778,-25747.39939804773,-31378.83137037878,-25406.2951643102
4996,5775,-25616.362300551576,-31405.892767611385,-25325.424719621937
4997,5779,-25747.90002073889,-31369.152216035203,-25407.67927751848
4998,5774,-25726.022012457288,-31418.130092666703,-25337.55554547911
4999,5781,-25733.0727910386,-31354.85459178848,-25400.076211314154
5000,5742,-26103.059032031644,-31597.133742468304,-25504.47004087222
5001,5783,-25729.60020139803,-31342.57047707338,-25395.192144727967
5002,5782,-25744.27960084036,-31348.311200934615,-25389.348394382618
5003,5780,-25753.005890990782,-31362.677741483676,-25402.20621378466
5004,5784,-25713.098394594817,-31338.447312327444,-25391.191193517043
5005,5787,-25680.66374054658,-31327.418754474107,-25329.66265598398
5006,5786,-25689.61171421023,-31332.684688130874,-25362.05105219285
5007,5785,-25700.00456396153,-31336.328704734,-25350.91844734717
5008,5788,-25671.76384133853,-31321.267283214336,-25338.983733283298
5009,5790,-25663.031003221306,-31298.74536854015,-25347.237304617665
5010,5794,-25603.72121444762,-31260.164938957678,-25259.469887088428
5011,5789,-25675.707033376777,-31310.983369922113,-25335.165121473074
5012,5795,-25600.922314888423,-31250.60015698061,-25255.80075976355
5013,5791,-25648.397426622432,-31287.553927699228,-25320.143982813577
5014,5792,-25634.94307597068,-31280.193045971606,-25312.87995404266
5015,5799,-25453.518518144378,-31207.7938855405,-25227.355430294007
5016,5796,-25539.972575043645,-31240.07289835222,-25250.230410536326
5017,5798,-25463.892008097304,-31217.69189267925,-25233.666665191886
5018,5800,-25453.66097147673,-31194.163621079217,-25193.830226422004
5019,5802,-25361.4480325713,-31163.730677241772,-25173.397496437377
5020,5793,-25610.413337937265,-31270.139617762936,-25285.592951784136
5021,5803,-25379.52246011382,-31150.06039391828,-25172.696993726775
5022,5801,-25359.61339788683,-31177.1345760963,-25165.248754143424
5023,5797,-25529.786019749652,-31230.080919078006,-25267.590009344123
5024,5804,-25373.004666901674,-31139.25166962639,-25165.645512836658
5025,5805,-25367.247791041813,-31125.637288893824,-25160.311611110614
5026,5806,-25365.611430363875,-31111.563844735487,-25172.767744515855
5027,5809,-25372.397289690627,-31063.898336921317,-25148.222190641332
5028,5807,-25312.11194130562,-31096.87992882741,-25157.62828651658
5029,5808,-25314.635818162067,-31078.292258977846,-25146.216228207348
5030,5813,-25357.29390781387,-31001.424222608686,-25100.464478576527
5031,5814,-25346.67512141182,-30989.786379378333,-25088.214913931646
5032,5810,-25361.086571192507,-31045.094040846085,-25126.44330981349
5033,5811,-25376.655116688533,-31027.770124426963,-25112.03360965906
5034,5817,-25363.797729259262,-30943.958360290937,-25099.524709313824
5035,5812,-25369.786609665753,-31012.486259249614,-25119.123530561155
5036,5816,-25363.52170184916,-30957.3591080066,-25098.475294671007
5037,5818,-25338.976798333337,-30930.942094526603,-25131.861125272702
5038,5815,-25349.989150949015,-30972.099049267897,-25100.331117108122
5039,5819,-25336.560583535593,-30920.465846557527,-25105.731620063263
5040,5820,-25316.629645200992,-30908.580051369085,-25092.0141504023
5041,5822,-25263.447376793527,-30886.17101650309,-25041.491086889182
5042,5821,-25283.52748771516,-30898.374119203174,-25057.93941126595
5043,5824,-25233.309286179072,-30860.28303109891,-25030.610647733884
5044,5826,-25205.25342769154,-30831.615514526326,-25004.783483888463
5045,5827,-25186.106181773215,-30818.98307600404,-24979.942907166314
5046,5828,-25185.064455000545,-30805.999828819244,-24952.64039628634
5047,5823,-25250.359404608746,-30871.707657748397,-25034.487640794126
5048,5825,-25219.390972643014,-30845.235862980488,-25017.41636679561
5049,5832,-25210.76382787429,-30746.592488385344,-24917.42264393858
5050,5829,-25177.228510596917,-30792.4811339355,-24916.882264916378
5051,5833,-25213.474341066707,-30729.955976579426,-24922.30304939511
5052,5830,-25188.124873004428,-30774.792798301605,-24916.344889146472
5053,5831,-25186.49139986367,-30760.449229843696,-24906.52853748596
5054,5835,-25127.32397055302,-30694.998493354207,-24843.449218822345
5055,5834,-25176.740212978915,-30712.554959858207,-24879.09959690938
5056,5836,-25072.871139797586,-30681.47963027333,-24839.055622503656
5057,5837,-25101.35905235831,-30665.316834021196,-24767.333808847674
5058,5838,-25040.872380904075,-30644.210224003025,-24522.78234905588
5059,5839,-24886.763801218804,-30624.62280471281,-24502.33829545934
5060,5840,-24708.336216113494,-30607.157961090517,-24469.707222271274
5061,5842,-24674.72329891805,-30572.57575124674,-24490.868766551204
5062,5843,-24705.253890366268,-30554.578376897378,-24497.652877580676
5063,5844,-24746.45655868853,-30539.81586248996,-24507.733141389792
5064,5841,-24645.578672869546,-30589.670297866356,-24477.601533461442
5065,5845,-24776.75950138348,-30523.706321701473,-24497.078952795186
5066,5846,-24795.93229108878,-30507.52804648335,-24496.9990005644
5067,5849,-24847.316225008384,-30458.29783406749,-24501.269025880094
5068,5848,-24826.606688203894,-30477.991784800088,-24473.230763539992
5069,5847,-24810.092872949732,-30492.326767221763,-24491.123015352874
5070,5851,-24889.744647409912,-30422.66750160033,-24476.25806626187
5071,5853,-24883.82980494982,-30390.615114866378,-24448.244264491033
5072,5855,-24861.1621751589,-30355.91953781232,-24401.881674780845
5073,5852,-24899.519983501134,-30404.851852494052,-24461.168098076232
5074,5850,-24877.834061991445,-30439.27361271988,-24483.837031843923
5075,5857,-24857.27563168919,-30319.487999492398,-24362.560315076196
5076,5854,-24877.175102511217,-30373.273553116684,-24414.36157086597
5077,5858,-24827.18618774,-30304.85952099082,-24346.2705929894
5078,5861,-24735.344611701323,-30269.758826056757,-24252.93282406855
5079,5862,-24703.590493935553,-30260.028343273538,-24202.448525006963
5080,5863,-24671.907619022215,-30245.88695895925,-24160.940560945884
5081,5860,-24771.191429743456,-30280.049470596674,-24279.903683343546
5082,5856,-24849.857999224274,-30337.44975413186,-24396.5401955193
5083,5866,-24603.37093857018,-30205.094765965005,-24101.36153858014
5084,5864,-24652.427484285203,-30231.936956948888,-24148.175084764953
5085,5859,-24797.297796887746,-30290.651731217353,-24320.63558053266
5086,5867,-24581.83818918796,-30190.61268891689,-24089.49427040118
5087,5865,-24627.538543785005,-30218.614611445133,-24127.5925232619
5088,5868,-24558.584197402328,-30175.273327629307,-24054.93555207781
5089,5871,-24506.013064101586,-30129.928843157813,-23964.908281665237
5090,5869,-24532.754399876198,-30161.59456292782,-24019.51516321624
5091,5870,-24517.33390620893,-30146.01862424525,-24006.958992754542
5092,5873,-24494.686740734913,-30095.19032587859,-23925.67353454708
5093,5874,-24517.08670523708,-30076.602128607075,-23900.748405849936
5094,5872,-24500.140183190204,-30114.039202970227,-23957.159400506327
5095,5875,-24515.083960345903,-30056.24222438446,-23879.234235148368
5096,5876,-24495.94706297932,-30036.51334343652,-23875.894403897786
5097,5883,-24233.05054219087,-29924.25341224129,-23586.213745435118
5098,5877,-24478.673634448212,-30017.635600802052,-23843.91146867133
5099,5879,-24404.001341417294,-29983.73901785128,-23739.416178325126
5100,5880,-24374.373763948046,-29968.369826459068,-23713.94384562996
5101,5884,-24188.45909155096,-29909.78810070703,-23528.478125573034
5102,5882,-24281.72949454575,-29938.00327174928,-23620.220963806507
5103,5878,-24451.1599149111,-29999.95272344409,-23784.135905025076
5104,5887,-24108.863047413608,-29867.7868868868,-23374.32666184719
5105,5891,-23991.43086083722,-29809.538981036996,-23199.074466298247
5106,5888,-24078.67416064058,-29852.377964683663,-23336.236914023066
5107,5893,-23953.870451465984,-29781.090638158203,-23117.212883738543
5108,5890,-24008.524632876874,-29824.116532957763,-23252.23164341853
5109,5889,-24037.45610474803,-29837.696780804585,-23298.531285084344
5110,5885,-24157.38219148754,-29894.851242455064,-23471.188412051393
5111,5894,-23934.89526653454,-29766.862574365012,-23078.09375750504
5112,5895,-23916.734999149707,-29752.923907821983,-23031.1152854288
5113,5898,-23856.98066794694,-29704.481176624522,-22895.404559459297
5114,5896,-23899.027641372806,-29738.311421056627,-22990.391027337915
5115,5892,-23982.878875096292,-29794.71163037543,-23173.863459086308
5116,5886,-24124.328240530747,-29881.725618721895,-23425.9360120603
5117,5881,-24327.326890479606,-29952.924343022278,-23666.531752159754
5118,5897,-23877.568016601806,-29721.462025027227,-22946.144861036788
5119,5899,-23830.60380023899,-29689.137736581644,-22844.60395046595
5120,5900,-23792.361826810193,-29672.551152376123,-22795.203540016388
5121,5901,-23749.184124941123,-29656.85872781871,-22781.806373230444
5122,5902,-23722.995028631853,-29642.3501250796,-22728.003572468864
5123,5903,-23705.375541989815,-29626.335292453794,-22679.800872203694
5124,5905,-23661.656062183974,-29591.56964313433,-22625.97736752322
5125,5904,-23677.64275083778,-29608.129162688143,-22660.208854851106
5126,5906,-23641.73909779993,-29571.317548817005,-22600.157708904633
5127,5909,-23645.527192494672,-29519.81690005186,-22527.226185131272
5128,5908,-23655.16010664079,-29536.944799270474,-22558.16437720597
5129,5907,-23655.731422013512,-29551.89129465907,-22584.40964340532
5130,5914,-23663.066944006223,-29448.76374127687,-22310.97401071654
5131,5912,-23648.00611375912,-29475.720403807092,-22415.190102191475
5132,5910,-23635.848021230733,-29505.60229831196,-22468.653011157243
5133,5915,-23674.08922431895,-29435.784042703923,-22272.10036979837
5134,5911,-23653.934727095773,-29490.35947747231,-22491.274203304012
5135,5916,-23686.4876585126,-29423.341244178,-22242.668385303106
5136,5918,-23722.26119260829,-29398.038772440224,-22167.294668780978
5137,5917,-23688.9719682539,-29409.257407246114,-22214.444051986833
5138,5921,-23724.147336971255,-29362.353222964593,-22092.77652239323
5139,5913,-23660.41000374924,-29463.08124632687,-22360.578033163867
5140,5920,-23726.32560204131,-29374.151356642837,-22121.71772376701
5141,5922,-23729.47362491952,-29344.891044233624,-22059.152820498224
5142,5919,-23722.61427252488,-29386.49750721138,-22108.432270873927
5143,5924,-23711.258842478495,-29309.22884499112,-22023.469399205896
5144,5928,-23613.31286502338,-29240.291115503656,-21929.67676693059
5145,5925,-23681.63517138225,-29292.615737556513,-21971.813603016653
5146,5926,-23656.924400828007,-29275.3577035203,-21977.143093069004
5147,5927,-23635.671311073955,-29258.214137983643,-21991.301054198422
5148,5929,-23598.32686962506,-29221.958743722218,-21925.47443105516
5149,5923,-23713.017278769377,-29326.281021824965,-22067.025471630157
5150,5931,-23547.582639185413,-29191.30584407829,-21909.434904852358
5151,5930,-23571.756445249455,-29207.28458615609,-21920.329499044325
